id,show,date,type,url
345,151,5/5/18,pro-shot,https://www.youtube.com/watch?v=1mz43B4cK1I
421,151,5/5/18,video,https://www.youtube.com/watch?v=ln_XcEbRvrU
228,152,6/16/18,soundboard,https://archive.org/details/jrad2018-06-16.cmc621.cmc64.sbd.matrix.flac24
230,153,7/13/18,soundboard,https://archive.org/details/jrad2018-07-13.cmc621.cmc64.sbd.matrix.flac24
231,154,7/14/18,soundboard,https://archive.org/details/jrad2018-07-14.cmc621.cmc64.sbd.matrix.flac16
232,154,7/14/18,audience,https://archive.org/details/JRAD2018-07-14.aud.senn8040.nico11104.flac24
233,155,7/15/18,soundboard,https://archive.org/details/jrad2018-07-15.cmc621.sbd.matrix.flac16
234,155,7/15/18,audience,https://archive.org/details/jrad2018-07-15.schoepsCMC6mk4-TascsamDR70d-24bit
235,156,7/19/18,soundboard,https://archive.org/details/jrad2018-07-19.cmc621.cmc64.sbd.matrix.flac16
236,156,7/19/18,audience,https://archive.org/details/JRAD2018-07-19.aud.senn8040.nico11104.flac24
237,157,7/20/18,soundboard,https://archive.org/details/jrad2018-07-20.cmc621.cmc64.sbd.matrix.flac16
240,158,7/21/18,video,https://www.youtube.com/watch?v=uOdP0o4fOm4
238,158,7/21/18,soundboard,https://www.munck-music.com/products/joe-russos-almost-dead-live-at-2018-peach-music-festival
239,158,7/21/18,audience,https://archive.org/details/jrad2018-07-21.litz.neumannKM150.flac16
456,158,7/21/18,audience,https://archive.org/details/jrad2018-07-21.mbhoka200.akgck1.akgck92.flac16.matrix
548,158,7/21/18,audience,http://bt.etree.org/details.php?torrentId=602086
549,158,7/21/18,audience,http://bt.etree.org/details.php?torrentId=600788
550,158,7/21/18,audience,http://bt.etree.org/details.php?torrentId=600444
551,158,7/21/18,audience,http://bt.etree.org/details.php?torrentId=600809
552,158,7/21/18,audience,http://bt.etree.org/details.php?torrentId=600810
241,159,8/2/18,audience,https://archive.org/details/jrad2018-08-02.m934b_24bit
242,160,8/10/18,soundboard,https://archive.org/details/jrad2018-08-10.cmc621.cmc64.sbd.matrix.flac16
243,160,8/10/18,audience,https://archive.org/details/jrad2018-08-10.busmanbsc1
403,160,8/10/18,video,https://www.youtube.com/watch?v=Vj4SpsZ4J4U
244,161,8/11/18,soundboard,https://archive.org/details/jrad2018-08-11.cmc621.cmc64.sbd.matrix.flac16
245,161,8/11/18,audience,https://archive.org/details/joer2018-08-11
246,162,8/12/18,soundboard,https://archive.org/details/jrad2018-08-12.cmc621.cmc64.sbd.matrix.flac16
410,162,8/12/18,video,https://www.youtube.com/watch?v=GhAng7bBOiw
417,162,8/12/18,video,https://www.youtube.com/watch?v=GVqRfvynBpQ
247,163,8/16/18,soundboard,https://archive.org/details/jrad2018-08-16.cmc621.cmc64.sbd.matrix.flac16
248,163,8/16/18,audience,https://archive.org/details/russo2018-08-16.travitz.neumannKM185.flac16
370,163,8/16/18,video,https://www.youtube.com/watch?v=SvMmFtqjuno
553,163,8/16/18,audience,http://bt.etree.org/details.php?torrentId=601012
554,163,8/16/18,audience,http://bt.etree.org/details.php?torrentId=600979
555,163,8/16/18,audience,http://bt.etree.org/details.php?torrentId=600973
556,163,8/16/18,audience,http://bt.etree.org/details.php?torrentId=600972
250,164,8/23/18,video,https://www.youtube.com/watch?v=jVSf04PyUeM
249,164,8/23/18,soundboard,https://archive.org/details/jrad2018-08-23.cmc621.cmc64.sbd.matrix.flac16
251,165,8/24/18,soundboard,https://archive.org/details/jrad2018-08-24.cmc621.cmc64.sbd.matrix.flac16
253,166,9/8/18,soundboard,https://archive.org/details/jrad2018-09-08.cmc621.cmc64.sbd.matrix.flac16
254,166,9/8/18,audience,https://archive.org/details/JRAD2018-09-08.akg483.flac16
255,167,10/18/18,soundboard,https://archive.org/details/jrad2018-10-18.cmc621.cmc64.sbd.matrix.flac16
557,167,10/18/18,audience,http://bt.etree.org/details.php?torrentId=602488
256,168,10/19/18,soundboard,https://archive.org/details/JRAD2018-10-19.TowerTheater.Flac16
349,168,10/19/18,pro-shot,https://www.youtube.com/watch?v=freZl_oxA_g
257,169,10/20/18,soundboard,https://archive.org/details/jrad2018-10-20.cmc621.cmc64.sbd.matrix.flac16
258,169,10/20/18,audience,https://archive.org/details/jrad2018-10-20
388,169,10/20/18,video,https://www.youtube.com/watch?v=SfZLUM3LE1k
558,169,10/20/18,audience,http://bt.etree.org/details.php?torrentId=602287
259,170,10/25/18,soundboard,https://archive.org/details/jrad2018-10-25.cmc621.cmc64.sbd.matrix.flac16
260,171,11/8/18,audience,https://archive.org/details/jrad2018-11-08.akg-c568eb.logrippo.flac2448
455,171,11/8/18,video,https://www.youtube.com/watch?v=8T3ACWkEcM8
559,171,11/8/18,audience,http://bt.etree.org/details.php?torrentId=602983
263,172,11/9/18,video,https://www.youtube.com/watch?v=JpwClgYG0p4
261,172,11/9/18,soundboard,https://archive.org/details/jrad2018-11-09.cmc621.cmc64.sbd.matrix.flac16
262,172,11/9/18,audience,https://archive.org/details/jrad2018-11-09.akg-c568eb.logrippo.flac2448
356,172,11/9/18,pro-shot,https://www.youtube.com/watch?v=n2psXpIDNjU
366,172,11/9/18,video,https://www.youtube.com/watch?v=muhv4miCT-c
373,172,11/9/18,video,https://www.youtube.com/watch?v=0kb6xk1uuLc
560,172,11/9/18,audience,http://bt.etree.org/details.php?torrentId=602985
264,173,11/10/18,soundboard,https://archive.org/details/jrad2018-11-10.cmc621.cmc64.sbd.matrix.flac16
266,174,11/11/18,video,https://www.youtube.com/watch?v=3CBo4FJ2mvM
265,174,11/11/18,soundboard,https://archive.org/details/jrad2018-11-11.cmc621.cmc64.sbd.matrix.flac16
267,175,1/18/19,soundboard,https://archive.org/details/jrad2019-01-18.cmc621.cmc65xt.sbd.matrix.flac16
268,175,1/18/19,audience,https://archive.org/details/JRAD2019-01-18.aud.mkh8040.c480bck63.nico11104.flac24
380,175,1/18/19,video,https://www.youtube.com/watch?v=mhLQpX-_EKM
269,176,1/19/19,soundboard,https://archive.org/details/jrad2019-01-19.cmc621.cmc65xt.sbd.matrix.flac16
270,176,1/19/19,audience,https://archive.org/details/jrad2019-01-19.km184
271,177,1/20/19,soundboard,https://archive.org/details/jrad2019-01-20.cmc621.cmc65xt.sbd.matrix.flac16
336,177,1/20/19,audience,https://archive.org/details/JRAD2019-01-20.aud.C480B.C414XLS.nico11104.flac24
272,178,2/14/19,soundboard,https://archive.org/details/jrad2019-02-14.cmc621.cmc64.sbd.matrix.flac24
354,178,2/14/19,pro-shot,https://www.youtube.com/watch?v=nSD2Kq1ih7M
273,178,2/14/19,audience,https://archive.org/details/jrad2019-02-14.akg483.flac16
424,178,2/14/19,video,https://www.youtube.com/watch?v=eF9GwG2-bUg
274,179,2/15/19,soundboard,https://archive.org/details/jrad2019-02-15.cmc621.cmc64.sbd.matrix.flac24
275,179,2/15/19,audience,https://archive.org/details/jrad2019-02-15.mk41v.mk21.flac16
276,180,2/16/19,soundboard,https://archive.org/details/jrad2019-02-16.cmc621.cmc64.sbd.matrix.flac24
343,181,2/17/19,pro-shot,https://www.youtube.com/watch?v=v72W-S-hMsk
277,181,2/17/19,audience,https://archive.org/details/jrad2019-02-17.picklemic
422,181,2/17/19,video,https://www.youtube.com/watch?v=aKqUbfzDQoo
431,181,2/17/19,video,https://www.youtube.com/watch?v=rqXUwRpKnBw
278,182,3/1/19,soundboard,https://archive.org/details/jrad2019-03-01.cmc621.cmc64.sbd.matrix.flac24
346,182,3/1/19,pro-shot,https://www.youtube.com/watch?v=UbJaozcBWAU
279,182,3/1/19,audience,https://archive.org/details/jrad2019-03-01
280,183,3/2/19,soundboard,https://archive.org/details/jrad2019-03-02.cmc621.cmc64.sbd.matrix.flac16
376,183,3/2/19,video,https://www.youtube.com/watch?v=r1eyaLuY3QY
446,183,3/2/19,video,https://www.youtube.com/watch?v=JOyW993YFGY
281,184,3/3/19,soundboard,https://archive.org/details/jrad2019-03-03.cmc621.cmc64.sbd.matrix.flac16
282,184,3/3/19,audience,https://archive.org/details/jrad2019-03-03
394,184,3/3/19,video,https://www.youtube.com/watch?v=acbfGWLFuI4
283,185,3/13/19,soundboard,https://archive.org/details/jrad2019-03-13.cmc621.cmc64.sbd.matrix.flac24
284,185,3/13/19,audience,https://archive.org/details/JRAD2019-03-13.Aud.Matrix.Flac16
374,185,3/13/19,video,https://www.youtube.com/watch?v=GUlPVpIqtP0
415,185,3/13/19,video,https://www.youtube.com/watch?v=j6_Oa9UFuwg
285,186,3/14/19,soundboard,https://archive.org/details/jrad2019-03-14.cmc621.cmc64.sbd.matrix.flac24
402,186,3/14/19,video,https://www.youtube.com/watch?v=W49CowH524g
286,187,3/15/19,soundboard,https://archive.org/details/jrad2019-03-15.cmc621.cmc64.sbd.matrix.flac24
287,187,3/15/19,audience,https://archive.org/details/jrad2019-03-15.travitz.schoepsMK4v.flac16
359,187,3/15/19,video,https://www.youtube.com/watch?v=ZZSc18PP5gI
389,187,3/15/19,video,https://www.youtube.com/watch?v=VSssx234g3M
288,188,3/16/19,soundboard,https://archive.org/details/jrad2019-03-16.cmc621.cmc64.sbd.matrix.flac16/
289,188,3/16/19,audience,https://archive.org/details/jrad2019-03-16
364,188,3/16/19,video,https://www.youtube.com/watch?v=oinHjiOCtSk
290,189,4/19/19,soundboard,https://archive.org/details/jrad2019-04-19.cmc621.cmc64.sbd.matrix.flac24
291,189,4/19/19,audience,https://archive.org/details/jrad2019-04-19
292,190,4/26/19,soundboard,https://archive.org/details/jrad2019-04-26.cmc621.cmc64.sbd.matrix.flac16
428,190,4/26/19,video,https://www.youtube.com/watch?v=8M3YF9tqL9A
293,191,4/27/19,soundboard,https://archive.org/details/jrad2019-04-27.cmc621.cmc64.sbd.matrix.flac16
372,191,4/27/19,video,https://www.youtube.com/watch?v=B5FnxZOCzjg
294,192,5/31/19,soundboard,https://archive.org/details/jrad2019-05-31.cmc621.cmc64.sbd.matrix.flac24
295,192,5/31/19,audience,https://archive.org/details/jrad2019-05-31
384,192,5/31/19,video,https://www.youtube.com/watch?v=eQSRCjKkXvw
386,192,5/31/19,video,https://www.youtube.com/watch?v=5k2xdtQ09fI
296,193,6/1/19,soundboard,https://archive.org/details/jrad2019-06-01.cmc621.cmc64.sbd.matrix.flac24
297,193,6/1/19,audience,https://archive.org/details/jrad2019-06-01.Nak300.CP4.flac24
298,194,6/2/19,soundboard,https://archive.org/details/jrad2019-06-02.cmc64.sbd.matrix.flac16
299,194,6/2/19,audience,https://archive.org/details/jrad2019-06-02
300,195,6/14/19,audience,https://archive.org/details/jrad2019-06-14
454,195,6/14/19,audience,https://archive.org/details/jrad2019-06-14.spyder9.flac16
301,196,6/15/19,soundboard,https://archive.org/details/jrad2019-06-15.cmc621.cmc64.sbd.matrix.flac16
409,196,6/15/19,video,https://www.youtube.com/watch?v=eg_JVp-DGyc
302,197,7/11/19,soundboard,https://archive.org/details/jrad2019-07-11.cmc621.cmc64.sbd.matrix.flac24
303,197,7/11/19,audience,https://archive.org/details/jrad2019-07-11.akg481
385,197,7/11/19,video,https://www.youtube.com/watch?v=4FmFEA6k770
400,197,7/11/19,video,https://www.youtube.com/watch?v=cvN5J_E0drA
411,197,7/11/19,video,https://www.youtube.com/watch?v=Ru7o5LPFhy4
304,198,7/13/19,soundboard,https://archive.org/details/jrad2019-07-13.cmc621.cmc64.sbd.matrix.flac16
361,198,7/13/19,pro-shot,https://www.youtube.com/watch?v=3xdzMi6eh5M
306,199,7/27/19,video,https://www.youtube.com/watch?v=mccbbvPimnY
305,199,7/27/19,audience,https://archive.org/details/ajrad2019-07-27.travitz.litz.schoepsMK4v.flac16
369,199,7/27/19,video,https://www.youtube.com/watch?v=A1rI_ri7_1E
423,199,7/27/19,video,https://www.youtube.com/watch?v=9QTpiCXSQXA
453,199,7/27/19,audience,https://archive.org/details/jrad2019-07-27.mbhoka200.akgck63.matrix.flac16
307,200,7/28/19,audience,https://archive.org/details/jrad2019-07-28.BurlingtonVT
309,201,8/16/19,audience,https://archive.org/details/jrad2019-08-16.pavicich_oc818
378,201,8/16/19,video,https://www.youtube.com/watch?v=wIGoyTLkPbs
396,201,8/16/19,video,https://www.youtube.com/watch?v=ZNyNGiCsLhw
310,202,8/17/19,video,https://www.youtube.com/watch?v=xu1lkp0EiLE
347,202,8/17/19,pro-shot,https://www.youtube.com/watch?v=owybkfVxjZs
340,202,8/17/19,audience,https://archive.org/details/jrad2019-08-17.MK012
452,202,8/17/19,audience,https://archive.org/details/jrad2019-08-17
311,203,8/22/19,soundboard,https://archive.org/details/jrad2019-08-22.cmc621.cmc64.sbd.matrix.flac24
312,204,8/29/19,soundboard,https://archive.org/details/jrad2019-08-29.cmc621.cmc64.sbd.matrix.flac16
313,204,8/29/19,audience,https://archive.org/details/jrad2019-08-29.travitz.litz.schoepsCMC64v.flac16
362,204,8/29/19,pro-shot,https://www.youtube.com/watch?v=szky-sP7ok4
367,204,8/29/19,video,https://www.youtube.com/watch?v=pmNe9P-I9fc
391,204,8/29/19,video,https://www.youtube.com/watch?v=RrGiqXPZyJc
399,204,8/29/19,video,https://www.youtube.com/watch?v=2EVqkrT9ytQ
401,204,8/29/19,video,https://www.youtube.com/watch?v=lq7_cE1wUog
314,205,9/12/19,soundboard,https://archive.org/details/jrad2019-09-12.cmc621.cmc64.sbd.matrix.flac24
315,205,9/12/19,audience,https://archive.org/details/jrad2019-09-12.NeumannTLM102
316,206,9/13/19,audience,https://archive.org/details/jrad2019-09-13.ck63
377,206,9/13/19,video,https://www.youtube.com/watch?v=ysW9NQrzsDA
420,206,9/13/19,video,https://www.youtube.com/watch?v=cnteS3VQoR8
317,207,9/14/19,audience,https://archive.org/details/jrad2019-09-14.akg483.flac16
451,207,9/14/19,audience,https://archive.org/details/jrad2019-09-14.aud.mkh8040.c481b.mkh30.nico11104.flac24
318,208,9/26/19,soundboard,https://archive.org/details/jrad2019-09-26.cmc621.cmc64.sbd.matrix.flac16
319,208,9/26/19,audience,https://archive.org/details/JRAD2019-09-26.SPC4.Flac24
368,208,9/26/19,video,https://www.youtube.com/watch?v=KvESUYg6MJ0
320,209,9/27/19,soundboard,https://archive.org/details/jrad2019-09-27.cmc621.cmc64.sbd.matrix.flac16
321,209,9/27/19,audience,https://archive.org/details/jrad2019-09-27.travitz.schoepsMK4v.flac16
322,210,9/28/19,soundboard,https://archive.org/details/jrad2019-09-28.cmc621.cmc64.sbd.matrix.flac16
375,210,9/28/19,video,https://www.youtube.com/watch?v=KBpyDK4FNFo
404,210,9/28/19,video,https://www.youtube.com/watch?v=FyVXq4VBV3M
324,211,10/27/19,soundboard,https://archive.org/details/jrad2019-10-27.cmc621.cmc64.sbd.matrix.flac24
325,212,11/25/19,soundboard,https://archive.org/details/jrad2019-11-25.cmc621.cmc641vxt.sbd.matrix.flac24
371,212,11/25/19,video,https://www.youtube.com/watch?v=_-mxT_Cw-RU
383,212,11/25/19,video,https://www.youtube.com/watch?v=te10MlPnL4s
406,212,11/25/19,video,https://www.youtube.com/watch?v=LxNkgWyizFE
408,212,11/25/19,video,https://www.youtube.com/watch?v=sHXetrvYmgI
326,213,2/21/20,soundboard,https://archive.org/details/jrad2020-02-21.cmc621.cmc641v.sbd.matrix.flac24
327,213,2/21/20,audience,https://archive.org/details/jrad2020-02-21.travitz.schoepsCMC64v.flac16
363,213,2/21/20,pro-shot,https://www.youtube.com/watch?v=w7IBiJf60hY
416,213,2/21/20,video,https://www.youtube.com/watch?v=RGYCzg4RjdI
432,213,2/21/20,video,https://www.youtube.com/watch?v=-jwjhWJqeD8
328,214,2/22/20,soundboard,https://archive.org/details/jrad2020-02-22.cmc621.cmc641v.sbd.matrix.flac24
329,214,2/22/20,audience,https://archive.org/details/jrad2020-02-22.travitz.schoepsCMC64v.flac16
357,214,2/22/20,pro-shot,https://www.youtube.com/watch?v=aynX8ewj1Rw
330,215,2/23/20,soundboard,https://archive.org/details/jrad2020-02-23.cmc621.cmc641v.sbd.matrix.flac24
355,215,2/23/20,pro-shot,https://www.youtube.com/watch?v=WosCVCy6QnI
331,215,2/23/20,audience,https://archive.org/details/jrad2020-02-23.antaya.mg21.flac16
393,215,2/23/20,video,https://www.youtube.com/watch?v=_AmQSKpNWWo
405,215,2/23/20,video,https://www.youtube.com/watch?v=EGbu49rL6fc
425,215,2/23/20,video,https://www.youtube.com/watch?v=vu0Uw7xuGHM
434,215,2/23/20,video,https://www.youtube.com/watch?v=VBzI_G2fC38
334,216,10/1/20,video,https://www.youtube.com/watch?v=SRZD6hBUF6A
360,217,10/2/20,video,https://www.youtube.com/watch?v=fIf9sXYk_Aw
435,219,5/28/21,audience,https://archive.org/details/jrad2021-05-28.Z
436,219,5/28/21,audience,https://archive.org/details/jrad2021-05-28.aud.ck62.nbob.pfa.nico11104.flac24
437,219,5/28/21,video,https://www.youtube.com/watch?v=nS2TobcDI0E
438,219,5/28/21,pro-shot,https://www.youtube.com/watch?v=jbvUlXkUoWI
445,219,5/28/21,audience,https://archive.org/details/jrad2021-05-28.travitz.litz.schoepsCMC64v.flac16
448,219,5/28/21,soundboard,https://archive.org/details/jrad2021-05-28.cmc621.cmc65xt.sbd.matrix.flac16
439,220,5/29/21,audience,https://archive.org/details/jrad2021-05-29
444,220,5/29/21,audience,https://archive.org/details/jrad2021-05-29.travitz.litz.schoepsCMC64v.flac16
449,220,5/29/21,soundboard,https://archive.org/details/jrad2021-05-29.cmc621.cmc65xt.sbd.matrix.flac16
440,221,5/30/21,audience,https://archive.org/details/jrad2021-05-30
447,221,5/30/21,audience,https://archive.org/details/jrad2021-05-30.aud.ck62.nbob.pfa.nico11104.flac24
450,221,5/30/21,soundboard,https://archive.org/details/jrad2021-05-30.cmc621.cmc65xt.sbd.matrix.flac16
564,222,6/18/21,audience,https://archive.org/details/jrad2021-06-18.aud.ccm22.ck62.nico11104.flac24
565,222,6/18/21,audience,https://archive.org/details/jrad2021-06-18.JRAD2021-06-18JRAD2021-6-18
567,222,6/18/21,audience,https://archive.org/details/jrad2021-06-18
568,222,6/18/21,audience,http://bt.etree.org/details.php?id=612947
606,222,6/18/21,soundboard,https://archive.org/details/jrad2021-06-18.cmc621.cmc65xt.sbd.matrix.flac16
563,223,6/19/21,audience,https://archive.org/details/jrad2021-06-19.travitz.litz.schoepsCMC64v.flac16
566,223,6/19/21,audience,https://archive.org/details/jrad2021-06-19
570,223,6/19/21,audience,https://archive.org/details/jrad2021-06-19.JRAD2021-06-19JRAD2021-6-19
580,223,6/19/21,soundboard,https://archive.org/details/jrad2021-06-19.cmc621.cmc64.sbd.matrix.flac16
561,224,6/20/21,audience,https://archive.org/details/jrad2021-06-20
562,224,6/20/21,audience,https://archive.org/details/jrad2021-06-20.travitz.litz.schoepsCMC64v.flac16
569,224,6/20/21,audience,https://archive.org/details/jrad2021-06-20.aud.ccm22.nico11104.flac24
571,224,6/20/21,audience,https://archive.org/details/jrad2021-06-20.JRAD2021-06-20JRAD
579,224,6/20/21,soundboard,https://archive.org/details/jrad2021-06-20.cmc621.cmc65xt.sbd.matrix.flac24
572,225,7/2/21,audience,https://archive.org/details/jrad2021-07-02.travitz.litz.schoepsCMC64v.flac16
573,225,7/2/21,audience,https://archive.org/details/jrad2021-07-02
574,225,7/2/21,audience,http://bt.etree.org/details.php?torrentId=613188
575,225,7/2/21,audience,http://bt.etree.org/details.php?torrentId=613187
576,225,7/2/21,audience,https://archive.org/details/jrad2021-07-02.neumann_km150.sunboy.flac16
577,225,7/2/21,audience,http://bt.etree.org/details.php?torrentId=613260
578,225,7/2/21,audience,http://bt.etree.org/details.php?torrentId=613261
579,226,7/30/21,audience,https://archive.org/details/jrad2021-07-30.aud.ccm22.ck62.nico11104.flac24
610,226,7/30/21,soundboard,https://archive.org/details/jrad2021-07-30.cmc621.cmc65xt.sbd.matrix.flac16
611,227,7/31/21,soundboard,https://archive.org/details/jrad2021-07-31.cmc621.cmc65xt.sbd.matrix.flac16
581,228,8/14/21,audience,https://archive.org/details/jrad2021-08-14.travitz.litz.schoepsCMC64v.flac16
582,229,8/15/21,audience,https://archive.org/details/jrad2021-08-15.mc930.aud.flac24
583,229,8/15/21,audience,http://bt.etree.org/details.php?torrentId=613551
592,229,8/15/21,audience,https://archive.org/details/jrad2021-08-15.travitz.litz.schoepsCMC64v.flac16
584,230,8/19/21,audience,https://archive.org/details/JRAD2021-08-19.nfisher.schoeps.flac24
585,230,8/19/21,audience,https://archive.org/details/jrad2021-08-19.Flac
586,230,8/19/21,audience,https://archive.org/details/jrad2021-08-19
587,230,8/19/21,audience,http://bt.etree.org/details.php?torrentId=613554
655,230,8/19/21,soundboard,https://archive.org/details/jrad2021-08-19.cmc621.cmc64.sbd.matrix.flac16
589,231,8/20/21,audience,https://archive.org/details/jrad2021-08-20
644,231,8/20/21,soundboard,https://archive.org/details/jrad2021-08-20.cmc621.cmc64.sbd.matrix.flac16
588,232,8/21/21,audience,https://archive.org/details/JRAD2021-08-21.RodeNTG4Shotgun
669,233,8/23/21,soundboard,https://archive.org/details/jrad2021-08-23.cmc621.cmc64.sbd.matrix.flac16
590,234,9/4/21,audience,https://archive.org/details/jrad2021-09-04.JRADWestvilleMusicBowlNewHavenCT
591,234,9/4/21,audience,https://archive.org/details/jrad2021-09-04.travitz.litz.schoepsCMC64v.flac16
613,234,9/4/21,soundboard,https://archive.org/details/jrad2021-09-04.cmc621.cmc64.sbd.matrix.flac16
593,235,9/24/21,audience,https://archive.org/details/jrad2021-09-24
594,235,9/24/21,audience,http://bt.etree.org/details.php?torrentId=613965
595,235,9/24/21,audience,https://archive.org/details/jrad2021-09-24.peluso.flac24
596,235,9/24/21,audience,https://archive.org/details/jrad2021-09-24.m20.flac24
599,235,9/24/21,audience,https://archive.org/details/jrad2021-09-24.DPA4011
600,235,9/24/21,audience,https://archive.org/details/jrad2021-09-24.flac.24.bit
602,235,9/24/21,audience,http://bt.etree.org/details.php?torrentId=613976
603,235,9/24/21,audience,http://bt.etree.org/details.php?torrentId=613977
607,235,9/24/21,audience,http://bt.etree.org/details.php?torrentId=614346
608,235,9/24/21,audience,https://archive.org/details/jrad2021-09-24.jrad2021-09-24.mk41
620,235,9/24/21,soundboard,https://archive.org/details/jrad2021-09-24.cmc621.cmc64.sbd.matrix.flac16
597,236,9/25/21,audience,https://archive.org/details/jrad2021-09-25
601,236,9/25/21,audience,https://archive.org/details/jrad2021-09-25.flac.24
605,236,9/25/21,video,https://www.youtube.com/watch?v=7jFb0rpu9u8
621,236,9/25/21,soundboard,https://archive.org/details/jrad2021-09-25.cmc621.cmc64.sbd.matrix.flac16
604,238,10/7/21,audience,https://archive.org/details/jrad2021-10-07.aud.ccm22.ck63.nico11104.flac24
622,238,10/7/21,soundboard,https://archive.org/details/jrad2021-10-07.cmc621.cmc64.sbd.matrix.flac16
623,239,10/8/21,soundboard,https://archive.org/details/jrad2021-10-08.cmc621.cmc64.sbd.matrix.flac16
624,240,10/9/21,soundboard,https://archive.org/details/jrad2021-10-09.cmc621.cmc64.sbd.matrix.flac24
612,242,10/23/21,audience,https://archive.org/details/jrad2021-10-23.adka51
614,242,10/23/21,audience,https://archive.org/details/jrad2021-10-23.aud.jazzbuph.flac16
615,243,12/3/21,pro-shot,https://www.youtube.com/watch?v=ZNAGJg9AIOc
616,243,12/3/21,pro-shot,https://www.youtube.com/watch?v=pEz6pdGfhz4
617,243,12/3/21,audience,https://archive.org/details/jrad2021-12-03.dpa4022.flac24
618,243,12/3/21,audience,https://archive.org/details/jrad2021-12-03.ck930.flac24
619,243,12/3/21,audience,https://archive.org/details/jrad2021-12-03.akg61.stearns.flac16
639,243,12/3/21,soundboard,https://archive.org/details/jrad2021-12-03.cmc621.cmc64.sbd.matrix.flac16
625,244,2/10/22,audience,https://archive.org/details/JRAD2022-02-10.AUD.Matrix.Flac24
626,244,2/10/22,audience,https://archive.org/details/JRAD2022-02-10.SPC4.Flac16
630,244,2/10/22,audience,https://archive.org/details/jrad2022-02-10.travitz.litz.neumannKM185.flac16
641,244,2/10/22,soundboard,https://archive.org/details/jrad2022-02-10.cmc621.cmc64.sbd.matrix.flac16
627,245,2/11/22,audience,https://archive.org/details/JRAD2022-02-11.AKGCK61.Flac24
629,245,2/11/22,audience,https://archive.org/details/jrad2022-02-11.travitz.litz.neumannKM185.flac16
649,245,2/11/22,soundboard,https://archive.org/details/jrad2022-02-11.cmc621.cmc64.sbd.matrix.flac16
628,246,2/12/22,audience,https://archive.org/details/JRAD2022-02-12.AKGCK63.Flac24
631,246,2/12/22,audience,https://archive.org/details/jrad2022-02-12.travitz.litz.neumannKM185.flac16
650,246,2/12/22,soundboard,https://archive.org/details/jrad2022-02-12.cmc621.cmc64.sbd.matrix.flac16
632,251,4/28/22,audience,https://archive.org/details/jrad2022-04-28.Flac
633,253,4/30/22,audience,https://archive.org/details/jrad2022-04-30.m20.flac24
637,253,4/30/22,audience,http://bt.etree.org/details.php?torrentId=615534
651,253,4/30/22,audience,https://archive.org/details/jrad2022-04-30.jrad2022-04-30.DPA4011
634,254,5/1/22,audience,http://bt.etree.org/details.php?torrentId=615535
635,254,5/1/22,audience,https://archive.org/details/jrad2022-05-01
636,254,5/1/22,audience,https://archive.org/details/jrad2022-05-01.jrad
638,254,5/1/22,audience,http://bt.etree.org/details.php?torrentId=615539
640,254,5/1/22,audience,https://archive.org/details/jrad2022-05-01.ca14.flac16
642,255,5/14/22,audience,https://archive.org/details/jrad2022-05-14.aud.ck62.nbob.pfa.mkh8040.nico11104.flac24
643,255,5/14/22,audience,https://archive.org/details/jrad2022-05-14.travitz.schoepsCMC64v.flac24
648,255,5/14/22,soundboard,https://archive.org/details/jrad2022-05-14.cmc621.cmc64.sbd.matrix.flac16
645,258,6/1/22,audience,https://archive.org/details/jrad2022-06-01
652,258,6/1/22,soundboard,https://archive.org/details/jrad2022-06-01.cmc621.cmc64.sbd.matrix.flac16
646,259,6/2/22,audience,https://archive.org/details/jrad2022-06-02.schoeps
653,259,6/2/22,soundboard,https://archive.org/details/jrad2022-06-02.cmc621.cmc64.sbd.matrix.flac16
647,260,6/3/22,audience,https://archive.org/details/jrad2022-06-03
654,261,6/24/22,audience,https://archive.org/details/JRAD2022-06-24.JRAD2022-06-24
667,261,6/24/22,audience,https://archive.org/details/jrad2022-06-24.schoeps_mk4v_flac24
656,262,7/1/22,audience,https://archive.org/details/jrad2022-07-01
657,262,7/1/22,audience,https://archive.org/details/jrad2022-07-01.MK4V
663,262,7/1/22,soundboard,https://archive.org/details/jrad2022-07-01.cmc621.cmc64.sbd.matrix.flac16
658,263,7/3/22,audience,https://archive.org/details/jrad2022-07-03.at2022
659,263,7/3/22,radio,https://archive.org/details/jrad2022-07-03.kvmr.flac16
661,263,7/3/22,audience,https://archive.org/details/jrad2022-07-03
668,263,7/3/22,soundboard,https://archive.org/details/jrad2022-07-03.cmc621.cmc64.sbd.matrix.flac16
660,264,7/7/22,audience,https://archive.org/details/jrad2022-07-07.AKGCK61.Flac24
671,264,7/7/22,soundboard,https://archive.org/details/jrad2022-07-07.cmc621.cmc64.sbd.matrix.flac16
666,265,7/8/22,soundboard,https://archive.org/details/jrad2022-07-08.cmc621.cmc64.sbd.matrix.flac16
662,266,7/9/22,soundboard,https://archive.org/details/jrad2022-07-09.cmc621.cmc64.sbd.matrix.flac16
664,267,7/21/22,audience,https://archive.org/details/jrad2022-07-21.aud.flac
665,268,7/22/22,audience,https://archive.org/details/jrad2022-07-22.NWSS
670,270,8/13/22,audience,https://archive.org/details/jrad2022-08-13
672,273,8/27/22,soundboard,https://archive.org/details/jrad2022-08-27.cmc621.cmc64.sbd.matrix.flac16
673,271,8/25/22,audience,https://archive.org/details/jrad2022-08-25
674,272,8/26/22,audience,https://archive.org/details/jrad2022-08-26.AKG463.BSC1
